BioSample_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	source_name_s	stimulation_s	strain_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	Library_Name_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	cell_type_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN02256616	17-Jul-13	652	457	SRR937830	SRS460924	GSM1189781	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256616	17-Jul-13	660	463	SRR937831	SRS460924	GSM1189781	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256615	17-Jul-13	29	20	SRR937832	SRS460923	GSM1189782	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256615	17-Jul-13	36	24	SRR937833	SRS460923	GSM1189782	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256615	17-Jul-13	39	26	SRR937834	SRS460923	GSM1189782	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256615	17-Jul-13	40	27	SRR937835	SRS460923	GSM1189782	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256608	17-Jul-13	35	22	SRR937836	SRS460925	GSM1189783	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256608	17-Jul-13	42	27	SRR937837	SRS460925	GSM1189783	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256608	17-Jul-13	46	30	SRR937838	SRS460925	GSM1189783	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256608	17-Jul-13	49	32	SRR937839	SRS460925	GSM1189783	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256610	17-Jul-13	167	117	SRR937840	SRS460926	GSM1189784	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256610	17-Jul-13	184	130	SRR937841	SRS460926	GSM1189784	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256610	17-Jul-13	194	137	SRR937842	SRS460926	GSM1189784	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256610	17-Jul-13	195	138	SRR937843	SRS460926	GSM1189784	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257524	17-Jul-13	210	146	SRR937844	SRS460927	GSM1189785	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257524	17-Jul-13	250	174	SRR937845	SRS460927	GSM1189785	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257524	17-Jul-13	266	186	SRR937846	SRS460927	GSM1189785	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257524	17-Jul-13	267	187	SRR937847	SRS460927	GSM1189785	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257520	17-Jul-13	10	7	SRR937848	SRS460928	GSM1189786	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257520	17-Jul-13	13	9	SRR937849	SRS460928	GSM1189786	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257520	17-Jul-13	14	10	SRR937850	SRS460928	GSM1189786	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257520	17-Jul-13	15	10	SRR937851	SRS460928	GSM1189786	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257518	17-Jul-13	115	80	SRR937852	SRS460929	GSM1189787	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257518	17-Jul-13	133	94	SRR937853	SRS460929	GSM1189787	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257518	17-Jul-13	141	99	SRR937854	SRS460929	GSM1189787	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257518	17-Jul-13	141	99	SRR937855	SRS460929	GSM1189787	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257528	17-Jul-13	264	185	SRR937856	SRS460930	GSM1189788	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257528	17-Jul-13	297	208	SRR937857	SRS460930	GSM1189788	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257528	17-Jul-13	315	222	SRR937858	SRS460930	GSM1189788	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257528	17-Jul-13	317	223	SRR937859	SRS460930	GSM1189788	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257525	17-Jul-13	483	348	SRR937860	SRS460931	GSM1189789	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257525	17-Jul-13	522	376	SRR937861	SRS460931	GSM1189789	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257525	17-Jul-13	533	386	SRR937862	SRS460931	GSM1189789	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257525	17-Jul-13	538	390	SRR937863	SRS460931	GSM1189789	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257523	17-Jul-13	188	131	SRR937864	SRS460932	GSM1189790	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257523	17-Jul-13	267	186	SRR937865	SRS460932	GSM1189790	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257523	17-Jul-13	296	207	SRR937866	SRS460932	GSM1189790	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257523	17-Jul-13	339	238	SRR937867	SRS460932	GSM1189790	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256614	17-Jul-13	288	200	SRR937868	SRS460933	GSM1189791	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256614	17-Jul-13	340	237	SRR937869	SRS460933	GSM1189791	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256614	17-Jul-13	356	249	SRR937870	SRS460933	GSM1189791	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256614	17-Jul-13	370	259	SRR937871	SRS460933	GSM1189791	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256612	17-Jul-13	199	140	SRR937872	SRS460934	GSM1189792	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256612	17-Jul-13	251	177	SRR937873	SRS460934	GSM1189792	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256612	17-Jul-13	272	193	SRR937874	SRS460934	GSM1189792	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256612	17-Jul-13	292	208	SRR937875	SRS460934	GSM1189792	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256611	17-Jul-13	426	300	SRR937876	SRS460935	GSM1189793	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256611	17-Jul-13	517	366	SRR937877	SRS460935	GSM1189793	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256611	17-Jul-13	550	391	SRR937878	SRS460935	GSM1189793	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256611	17-Jul-13	578	411	SRR937879	SRS460935	GSM1189793	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256617	17-Jul-13	80	57	SRR937880	SRS460936	GSM1189794	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256617	17-Jul-13	125	88	SRR937881	SRS460936	GSM1189794	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256617	17-Jul-13	137	97	SRR937882	SRS460936	GSM1189794	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256617	17-Jul-13	159	112	SRR937883	SRS460936	GSM1189794	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256613	17-Jul-13	25	16	SRR937884	SRS460937	GSM1189795	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256613	17-Jul-13	37	25	SRR937885	SRS460937	GSM1189795	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256613	17-Jul-13	43	29	SRR937886	SRS460937	GSM1189795	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02256613	17-Jul-13	49	33	SRR937887	SRS460937	GSM1189795	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257526	17-Jul-13	91	63	SRR937888	SRS460938	GSM1189796	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257526	17-Jul-13	101	69	SRR937889	SRS460938	GSM1189796	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257526	17-Jul-13	104	72	SRR937890	SRS460938	GSM1189796	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257526	17-Jul-13	105	73	SRR937891	SRS460938	GSM1189796	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257529	17-Jul-13	218	155	SRR937892	SRS460940	GSM1189797	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257529	17-Jul-13	268	191	SRR937893	SRS460940	GSM1189797	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257529	17-Jul-13	285	204	SRR937894	SRS460940	GSM1189797	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257529	17-Jul-13	298	213	SRR937895	SRS460940	GSM1189797	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257539	17-Jul-13	92	65	SRR937896	SRS460939	GSM1189798	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257539	17-Jul-13	138	97	SRR937897	SRS460939	GSM1189798	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257539	17-Jul-13	154	110	SRR937898	SRS460939	GSM1189798	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257539	17-Jul-13	180	128	SRR937899	SRS460939	GSM1189798	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257530	17-Jul-13	327	231	SRR937900	SRS460944	GSM1189799	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257530	17-Jul-13	387	274	SRR937901	SRS460944	GSM1189799	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257530	17-Jul-13	404	287	SRR937902	SRS460944	GSM1189799	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257530	17-Jul-13	420	298	SRR937903	SRS460944	GSM1189799	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257532	17-Jul-13	428	305	SRR937904	SRS460941	GSM1189800	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257532	17-Jul-13	486	347	SRR937905	SRS460941	GSM1189800	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257532	17-Jul-13	506	363	SRR937906	SRS460941	GSM1189800	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257532	17-Jul-13	525	376	SRR937907	SRS460941	GSM1189800	BMDC (6h LPS Stimulation)	6h LPS Stimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257531	17-Jul-13	396	282	SRR937908	SRS460942	GSM1189801	BMDC (Unstimulation)	Unstimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
SAMN02257531	17-Jul-13	388	273	SRR937909	SRS460942	GSM1189801	BMDC (Unstimulation)	Unstimulation	C57BL/6	RNA-Seq	<not provided>	PRJNA212439	Generic	GEO	public	0	PAIRED	<not provided>	Mus musculus	ILLUMINA	11-Jun-14	SRP027537	BMDC	<not provided>	<not provided>	<not provided>
